PlateName	Well	Content	compoundID_384	compoundID	mol.weight.Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description	GeneID	Selectivity_updated
P2	B17	sample	79362	79362	501,67193	Fexofenadine hydrochloride	Terfenidine carboxylate, MDL 16455	Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79362	Histamine receptor
P2	B18	sample	79442	79442	152,15401	4-Hydroxybenzhydrazide	4-Hydroxybenzoylhydrazine	Biochemistry	Enzyme	Inhibitor		Phenylalanine ammonia-lyase inhibitor; used to measure reducing sugar levels	79442	NA
P2	B19	sample	79363	79363	268,36175	N-(3,3-Diphenylpropyl)glycinamide	N20C	Glutamate		Blocker	NMDA	NMDA glutamate receptor open channel blocker.	79363	NMDA
P2	B20	sample	79443	79443	328,29572	R-(+)-7-Hydroxy-DPAT hydrobromide	R(+)-7-Hydroxy-dipropylaminotetralin hydrobromide	Dopamine		Agonist	D3	Selective D3 dopamine receptor agonist; active enantiomer of (+-)-7-hydroxy-DPAT	79443	dopamine receptor
P2	B21	sample	79364	79364	176,17639	L-Canavanine	L-alpha-Amino-gamma-(guanidinooxy)-n-butyric acid	Cell Stress	Enzyme	Inhibitor	iNOS	Naturally occurring L-amino acid. Selective inhibitor of inducible nitric oxide synthase (iNOS).	79364	iNOS
P2	B22	sample	79444	79444	184,96468	Iodoacetamide		Biochemistry	Enzyme	Inhibitor		Alkylating reagent for cysteine and histidine residues in proteins; irreversible protein inhibitor	79444	alkylating
P2	C01	ctrl DAPT	ctrl_DAPT										ctrl DAPT	WNT
P2	C02	ctrl Paclitaxel	ctrl_Paclitaxel	80075									ctrl Paclitaxel	Tubulin
P2	C03	sample	79205	79205	349,39281	N6-Cyclohexyladenosine	CHA	Adenosine		Agonist	A1	Selective A1 adenosine receptor agonist	79205	adenosine receptor
P2	C04	sample	79285	79285	437,48009	Disopyramide phosphate		K+ Channel		Modulator		K+ channel modulator; anti-arrhythmic; cardiac depressant	79285	K+-channel
P2	C05	sample	79206	79206	450,42112	CGS-12066A maleate	7-Trifluoromethyl-4(4-methyl-1-piperazinyl)-pyrrolo[1,2-a]quinoxaline maleate	Serotonin		Agonist	5-HT1B	5-HT1B Serotonin receptor agonist	79206	serotonin receptor
P2	C06	sample	79286	79286	254,24455	Daidzein	7-Hydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one	Cell Cycle	Enzyme	Inhibitor	Aldehyde dehydrogenase	Isoflavonoid cytostatic agent that arrests the cell cycle at G1; inhibitor of mitochondrial aldehyde dehydrogenase	79286	Alcohol Dehydrogenase
P2	C07	sample	79207	79207	320,26491	Y-27632 dihydrochloride	(R)-(+)-trans-4-(1-Aminoethyl)-N-(4-Pyridyl)cyclohexanecarboxamide dihydrochloride	Phosphorylation	Enzyme	Inhibitor	ROCK	Highly potent, cell-permeable, and selective Rho-associated coiled-coil forming protein serine/threonine kinase (ROCK) inhibitor. Also inhibits ROCK-II with equal potency. The inhibition is competitive with respect to ATP.	79207	ROCK
P2	C08	sample	79287	79287	270,28758	Imperatorin	9-[(3-Methyl-2-buten-1-yl)oxy]-7h-furo[3,2-g][1]benzopyran-7-one	Phosphorylation	Enzyme	Modulator	p38 / ERK	A modulator of p38, ERK pathway. Imperatorin increases BMP-2 expression (mRNA) and increases bone density/volume and mineralization in vivo.	79287	p38/MPKKK
P2	C09	sample	79208	79208	198,60457	2-Chloro-2-deoxy-D-glucose	2-Chloro-DG	Biochemistry		Analog	Glucose	Analog of 2-fluoro-2-deoxyglucose	79208	Glucose
P2	C10	sample	79288	79288	168,15056	3,4-Dihydroxyphenylacetic acid	DOPAC	Dopamine		Metabolite		Product of dopamine degradation by MAO and aldehyde dehydrogenase	79288	NA
P2	C11	sample	79209	79209	381,85983	WB-4101 hydrochloride	2-(2,6-Dimethoxyphenoxyethyl)aminomethyl-1,4-benzodioxane hydrochloride	Adrenoceptor		Antagonist	alpha1A	alpha1A Adrenoceptor antagonist	79209	adrenoceptor
P2	C12	sample	79289	79289	260,13258	6,7-ADTN hydrobromide	(+-)-2-Amino-6,7-dihydroxy-1,2,3,4-tetrahydro-naphthalene hydrobromide	Dopamine		Agonist		Dopamine receptor agonist	79289	dopamine receptor
P2	C13	sample	79210	79210	224,21814	2',3'-didehydro-3'-deoxythymidine	2',3'-Anhydrothymidine; d4T	Immune System	Enzyme	Inhibitor	Reverse Transcriptase	Nucleoside analog; inhibits HIV replication in vitro	79210	Reverse Transcriptase
P2	C14	sample	79290	79290	334,42454	Mephetyl tetrazole	1-[2-(4-Methoxyphenyl)ethyl]-5-(1-p-tolylcyclopropyl)-1H-tetrazole	K+ Channel		Blocker	Kv1.5	Potent and selective Kv1.5 potassium channel blocker.	79290	K+-channel
P2	C15	sample	79211	79211	352,31802	Dextromethorphan hydrobromide monohydrate	d-3-Methoxy-N-methylmorphinan hydrobromide	Glutamate		Antagonist	NMDA	Allosteric antagonist at NMDA-controlled ion channels	79211	NMDA
P2	C16	sample	79291	79291	250,30286	1,3-Dipropyl-7-methylxanthine		Adenosine		Antagonist	A2	Caffeine analog with some selectivity for A2 adenosine receptors	79291	adenosine receptor
P2	C17	sample	79212	79212	527,5861	Dequalinium chloride hydrate	1,1'-Decamethylenebis(4-aminoquinaldinium) dichloride	K+ Channel		Blocker		Selective blocker of apamin-sensitive K+ channels	79212	K+-channel
P2	C18	sample	79292	79292	197,12889	D(-)-2-Amino-5-phosphonopentanoic acid	D(-)-AP-5, D(-)-APV, D-2-Amino-5-phosphonovaleric acid	Glutamate		Antagonist	NMDA-glycine	Potent and selective antagonist for NMDA receptors	79292	NMDA
P2	C19	sample	79213	79213	315,84629	Doxepin hydrochloride		Adrenoceptor		Inhibitor	Uptake	Antidepressant; antipruritic	79213	Adrenoceptor
P2	C20	sample	79293	79293	126,11862	2,4-Diamino-6-pyrimidinone	DAHP; 2,4-Diamino-6-hydroxypyrimidine	Phosphorylation	Enzyme	Inhibitor	GTP cyclohydrolase I	Inhibitor of GTP cyclohydrolase I, the rate-limiting enzyme in tetrahydrobiopterin (BH4) biosynthesis; blocks the induction of nitric oxide synthesis	79293	GTP cyclohydrolase I
P2	C21	sample	79214	79214	246,31176	DM 235		Nootropic				Potent nootropic agent	79214	NA
P2	C22	sample	79294	79294	588,57059	Etoposide	Lastet	Apoptosis	Enzyme	Inhibitor	Topo II	Topoisomerase II inhibitor; induces apoptosis; cell cycle inhibitor	79294	Topo II
P2	C23	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P2	C24	ctrl Wortmannin	ctrl_Wortmannin	80122									ctrl Wortmannin	PI3K
P2	D03	sample	79365	79365	185,08658	S-Ethylisothiourea hydrobromide	2-Ethyl-2-thiopseudourea hydrobromide	Nitric Oxide	Enzyme	Inhibitor	NOS	Inhibitor of iNOS, eNOS, and nNOS	79365	NOS
P2	D04	sample	79445	79445	163,6051	Guvacine hydrochloride		GABA		Inhibitor	Uptake	GABA uptake inhibitor	79445	GABA
P2	D05	sample	79366	79366	125,12819	N-Ethylmaleimide	NEM	Biochemistry	Enzyme	Inhibitor	Isocitrate dehydrogenase	Sulfhydryl alkylating agent that inactivates NADP-dependent isocitrate dehydrogenase and many endonucleases	79366	Isocitrate dehydrogenase
P2	D06	sample	79446	79446	530,40948	GR-89696 fumarate	4-[(3,4-Dichlorophenyl)acetyl]-3-(1-pyrrolidinylmethyl)-1-piperazinecarboxylic acid methyl ester fumarate	Opioid		Agonist	kappa	kappa Opioid receptor agonist	79446	opioid receptor
P2	D07	sample	79367	79367	434,1989	NBI 27914	5-Chloro-4-(N-(cyclopropyl)methyl-N-propylamino)-2-methyl-6-(2,4,6-trichlorophenyl)-aminopyridine	Neurotransmission		Antagonist	CRF1	CRF1 corticotropin-releasing factor receptor antagonist.	79367	CRF1
P2	D08	sample	79447	79447	109,14759	Hypotaurine	2-Aminoethanesulfinic acid	Cell Stress		Inhibitor	Antioxidant	Antioxidant that binds hydroxyl radicals; GABA transport inhibitor	79447	Antioxidant
P2	D09	sample	79368	79368	371,52713	Tamoxifen	(Z)-1-(p-Dimethylaminoethoxyphenyl)-1,2-diphenyl-1-butene, trans-2-[4-(1,2-Diphenyl-1-butenyl)phenoxy]-N,N-dimethylethylamine	Antibiotics/Phosphorylation	Enzyme	Inhibitor	Protein Kinase C	Protein kinase C inhibitor. Induces apoptosis in human malignant glioma cell lines. Tamoxifen and its metabolite 4-hydroxytamoxifen are selective estrogen response modifiers (SERMs) that act as estrogen antagonists in mammary gland. Blocks estradiol-s...	79368	PKC
P2	D10	sample	79448	79448	306,79503	Ciproxifan hydrochloride	Cyclopropyl[4-[3-(1H-imidazol-4-yl)propoxyl]phenyl]-methanone hydrochloride	Histamine		Antagonist	H3	H3 histamine receptor antagonist	79448	Histamine receptor
P2	D11	sample	79369	79369	434,4161	Fluvoxamine maleate	(E)-5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone-O-(2-aminoethyl)oxime maleate	Serotonin		Inhibitor	Reuptake	Selective serotonin reuptake inhibitor	79369	serotonin
P2	D12	sample	79449	79449	386,45454	1,3,5-tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole	PPT	Hormone		Agonist	ER-alpha	Specific estrogen receptor alpha (ERalpha) agonist	79449	ER
P2	D13	sample	79370	79370	296,79982	Fenspiride hydrochloride	8-(2-Phenylethyl)-1-oxa-3,8-diazaspiro[4.5]decan-2-one hydrochloride	Adrenoceptor		Antagonist	alpha	alpha-Adrenoceptor antagonist; NSAID	79370	adrenoceptor
P2	D14	sample	79450	79450	328,29572	(+-)-8-Hydroxy-DPAT hydrobromide	(+-)-8-Hydroxy-dipropylaminotetralin hydrobromide	Serotonin		Agonist	5-HT1A	Selective 5-HT1A serotonin receptor agonist	79450	serotonin receptor
P2	D15	sample	79371	79371	337,44645	Famotidine	N'-(Aminosulfonyl)-3-([2-(diaminomethyleneamino)-4-thiazolyl]methylthio)propanamidine	Histamine		Antagonist	H2	H2 Histamine receptor antagonist	79371	Histamine receptor
P2	D16	sample	79451	79451	110,11352	Hydroquinone	1,4-Benzenediol	Leukotriene	Enzyme	Inhibitor	Arachidonate 12-Lipoxygenase	Arachidonate 12-Lipoxygenase inhibitor	79451	Arachidonate 12-Lipoxygenase
P2	D17	sample	79372	79372	804,90234	Formoterol	(R*,R*)-N-[2-hydroxy-5-[1-hydroxy-2-[[2-(4-methoxyphenyl)-1-methylethyl]amino]ethyl]phenyl]formamide	Adrenoceptor		Agonist	beta2	beta2-Adrenoceptor agonist	79372	adrenoceptor
P2	D18	sample	79452	79452	574,35758	Hemicholinium-3		Cholinergic		Blocker	Uptake	Potent and selective choline uptake blocker	79452	Cholinergic
P2	D19	sample	79373	79373	494,01371	Glybenclamide	Glyburide	K+ Channel		Blocker	ATP-dependent	Antidiabetic agent which blocks pancreatic ATP-dependent K+ channels resulting in an increase in intracellular Ca2+ and consequent insulin secretion	79373	K+ channel
P2	D20	sample	79453	79453	367,89802	Sematilide monohydrochloride monohydrate	N-[2-(Diethylamino)ethyl]-4'-[(methylsulfonyl)amino]benzamide monohydrochloride monohydrate	K+ Channel Modulator		Blocker	Kir	Sematilide monohydrochloride monohydrate is a class III antiarrhythmic; selective delayed rectifier K+ current (IKr) channel blocker.	79453	K+-channel
P2	D21	sample	79374	79374	361,82855	Bezafibrate	2-[4-[2-(4-Chlorobenzamido)ethyl]phenoxy]-2-methylpropanoic acid	Transcription		Agonist	PPAR	Bezafibrate is a peroxisome proliferator-activated receptor agonist for PPAR-alpha PPAR-delta and PPAR-gamma Lipoprotein lipase (LPL) activator.	79374	PPAR
P2	D22	sample	79454	79454	313,80837	HA-100	1-(5-Isoquinolinesulfonyl)piperazine hydrochloride	Phosphorylation	Enzyme	Inhibitor	PKA / PKC / MLCK	Inhibitor of protein kinase A (PKA), protein kinase C (PKC) and myosin light chain kinase (MLCK)	79454	PKA
P2	E01	ctrl DAPT	ctrl_DAPT										ctrl DAPT	WNT
P2	E02	ctrl Paclitaxel	ctrl_Paclitaxel	80075									ctrl Paclitaxel	Tubulin
P2	E03	sample	79215	79215	348,36152	(S)-(+)-Camptothecin		Apoptosis	Enzyme	Inhibitor	TopoI	DNA topoisomerase I inhibitor	79215	Topo I
P2	E04	sample	79295	79295	501,32409	Demeclocycline hydrochloride	7-chloro-6-demethyltetracycline hydrochloride	Antibiotic			Protein synthesis	Tetracycline antibiotic; interferes with protein synthesis	79295	Protein synthesis
P2	E05	sample	79216	79216	207,74594	2-Cyclooctyl-2-hydroxyethylamine hydrochloride	CONH hydrochloride	Neurotransmission	Enzyme	Inhibitor	PNMT	Inhibitor of phenylethanolamine N-methyltransferase (PNMT)	79216	PNMT
P2	E06	sample	79296	79296	492,53341	Cilnidipine	1,4-Dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylic acid 2-methoxyethyl (2E)-3-phenyl-2-propenyl ester	Ca2+ Channels		Blocker	L-type	Slow-acting Ca2+ channel blocker; antihypertensive; vasodilator. Does not inhibit PKC.	79296	Ca2+-channel
P2	E07	sample	79217	79217	248,11637	1-(m-Chlorophenyl)-biguanide hydrochloride	m-CPBG hydrochloride	Serotonin		Agonist	5-HT3	5-HT3 serotonergic receptor agonist	79217	serotonin receptor
P2	E08	sample	79297	79297	252,23154	3-deazaadenosine	4-Amino-1-(beta-D-ribofuranosyl)-1H-imidazo(4,5)-pyridine	Immune System		Inhibitor		Antiviral	79297	Antiviral
P2	E09	sample	79218	79218	228,72394	Tocainide hydrochloride	2-Amino-N-(2,6-dimethylphenyl)propanamide hydrochloride	Na+ Channel		Blocker		Sodium channel blocker. Class IB antiarrhythmic.	79218	Na+-channel
P2	E10	sample	79298	79298	336,24143	Dantrolene sodium	1-([5-(p-Nitrophenyl)furfurylidene]amino)hydantoin	Intracellular Calcium		Inhibitor	Release	Inhibits intracellular Ca2+ release from the sarcoplasmic reticulum; muscle relaxant.	79298	Calcium release
P2	E11	sample	79219	79219	252,14428	DNQX	6,7-Dinitroquinoxaline-2,3-dione	Glutamate		Antagonist	Kainate/quisqualate	Potent, competitive kainate/quisqualate glutamate receptor antagonist	79219	AMPA
P2	E12	sample	79299	79299	317,8186	R(-)-Apocodeine hydrochloride	R(-)-10-Methoxy-11-hydroxyaporphine hydrochloride	Dopamine		Agonist		Dopamine receptor agonist; apomorphine metabolite	79299	dopamine receptor
P2	E13	sample	79220	79220	379,43794	Droperidol	1-[1-[3-(p-Fluorobenzoyl)propyl]-1,2,3,6-tetrahydro-4-pyridyl]-2-benzimidazolinone	Dopamine		Antagonist	D1/D2	D1, D2 dopamine receptor antagonist	79220	dopamine receptor
P2	E14	sample	79300	79300	311,29971	Icilin	AG-3-5; 1-(2-Hydroxyphenyl)-4-(3-nitrophenyl)-1,2,3,6-tetrahydropyrimidin-2-one	Neurotransmission		Agonist	CMR1	Potent agonist at the CMR1 cold- and menthol-sensitive receptor.	79300	CMR1
P2	E15	sample	79221	79221	406,48582	Carvedilol	1-(9H-Carbazol-4-yloxy)-3-[[2-(2-methoxyphenoxy)ethyl]amino]-2-propanol	Adrenoceptor		Blocker	alpha1/beta	Antihypertensive; cardioprotective	79221	adrenoceptor
P2	E16	sample	79301	79301	425,92188	Domperidone		Dopamine		Antagonist	D2	Peripheral dopamine receptor antagonist that does not cross the blood-brain barrier; anti-emetic	79301	dopamine receptor
P2	E17	sample	79222	79222	388,46771	Doxylamine succinate		Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79222	Histamine receptor
P2	E18	sample	79302	79302	218,2168	3,7-Dimethyl-1-propargylxanthine	DMPX	Adenosine		Antagonist	A2	A2 adenosine receptor antagonist.	79302	adenosine receptor
P2	E19	sample	79223	79223	248,3277	S(-)-Pindolol		Adrenergic		Antagonist	beta	Beta adrenergic receptor antagonist; vasodilator. Non-selective 5-HT1 serotonin receptor ligand.	79223	adrenoceptor
P2	E20	sample	79303	79303	218,63251	DL-alpha-Difluoromethylornithine hydrochloride	DFMO hydrochloride	Angiogenesis	Enzyme	Inhibitor	ODC	Selective irreversible ornithine decarboxylase (ODC) inhibitor.	79303	ODC
P2	E21	sample	79224	79224	113,16067	5,5-Dimethyl-1-pyrroline-N-oxide	DMPO	Cell Stress	Enzyme	Inhibitor	Antioxidant	Neuroprotective agent	79224	Antioxidant
P2	E22	sample	79304	79304	523,74021	ET-18-OCH3	3,5,9-Trioxa-4-phosphaheptacosan-1-aminium	Lipid	Enzyme	Inhibitor	PIPLC	Phosphoinositide-specific Phospholipase C (PI-PLC) inhibitor	79304	PIPLC
P2	E23	ctrl Y27	ctrl_Y27	79207									ctrl Y27	ROCK
P2	E24	ctrl Wortmannin	ctrl_Wortmannin	80122									ctrl Wortmannin	PI3K
P2	F03	sample	79375	79375	285,77902	Epinastine hydrochloride	9,13b-Dihydro-1H-dibenz[cf]imidazo[1,5-a]azepine hydrochloride	Histamine		Antagonist	H1	Non-sedating H1 histamine receptor antagonist.	79375	Histamine receptor
P2	F04	sample	79455	79455	267,08072	(+-)-AMPA hydrobromide	(+-)-alpha-Amino-3-hydroxy-5-methylisoxazole-4-propionic acid hydrobromide	Glutamate		Agonist	AMPA/kainate	Potent excitatory amino acid that interacts selectively with central AMPA/kainate glutamate receptors	79455	AMPA
P2	F05	sample	79376	79376	333,29768	(-)-Epinephrine bitartrate	Adrenaline bitartrate	Adrenoceptor		Agonist		Endogenous hormone and neurotransmitter	79376	neurotransmitter
P2	F06	sample	79456	79456	171,24134	Gabapentin	1-(Aminomethyl)-cyclohexaneacetic acid	Anticonvulsant				Anticonvulsant that may modulate certain types of Ca2+ channel currents; analgesic	79456	Ca2+-channel
P2	F07	sample	79377	79377	272,39078	beta-Estradiol	Dihydrofolliculin	Hormone			Estrogen	Major estrogen sectreted by premenopausal ovary	79377	Estrogen
P2	F08	sample	79457	79457	375,87436	Haloperidol		Dopamine		Antagonist	D2/D1	Dopamine receptor antagonist; antipsychotic	79457	dopamine receptor
P2	F09	sample	79378	79378	313,83328	erythro-9-(2-Hydroxy-3-nonyl)adenine hydrochloride	EHNA hydrochloride	Adenosine	Enzyme	Inhibitor	Adenosine deaminase	Potent adenosine deaminase inhibitor	79378	Adenosine deaminase
P2	F10	sample	79458	79458	330,34341	Hydroxytacrine maleate	HP-029	Cholinergic	Enzyme	Inhibitor	Cholinesterase	Cholinesterase inhibitor	79458	Cholinesterase
P2	F11	sample	79379	79379	285,2276	AS 604850	5-(2,2-Difluoro-benzo[1,3]dioxol-5-ylmethylene)-thiazolidine-2,4-dione	Phosphorylation	Enzyme	Inhibitor	PI3Kgamma	selective PI3Kgamma inhibitor	79379	PI3K
P2	F12	sample	79459	79459	206,268	1-(4-Hydroxybenzyl)imidazole-2-thiol		Dopamine	Enzyme	Inhibitor	Dopamine beta-hydroxylase	Dopamine beta-hydroxylase inhibitor	79459	Dopamine beta-hydroxylase
P2	F13	sample	79380	79380	303,29553	Flumazenil	Ro 15-1788	Benzodiazepine		Antagonist		Benzodiazepine receptor antagonist	79380	NA
P2	F14	sample	79460	79460	189,64334	Dopamine hydrochloride	3-Hydroxytyramine hydrochloride	Dopamine		Agonist		Endogenous neurotransmitter	79460	neurotransmitter
P2	F15	sample	79381	79381	506,55724	FSCPX	8-Cyclopentyl-N3-[3-(4-(fluorosulfonyl)benzoyloxy)propyl]-N1-propylxanthine	Adenosine		Antagonist	A1	Irreversible A1 adenosine receptor antagonist	79381	adenosine receptor
P2	F16	sample	79461	79461	243,28903	BU99006	2-(Imidazolin-2-yl)-5-isothiocyanatobenzofuran	Imidazoline		Ligand	I2	Irreversible I2 imidazoline binding site ligand.	79461	imidazoline
P2	F17	sample	79382	79382	384,26243	Felodipine	Plendil	Ca2+ Channel		Blocker	L-type	L-type calcium channel blocker	79382	Ca2+-channel
P2	F18	sample	79462	79462	545,59462	BNTX maleate salt hydrate	7(E)-Benzylidenenaltrexone maleate salt hydrate, BNTX-7 maleate salt hydrate, Morphinan-6-one,17-(cyclopropylmethyl)-4,5-epoxy-3,14-dihydroxy-7-(phenylmethylene)-,(5a,7E)- maleate salt hydrate	Opiods		Antagonist	d1	BNTX is a selective d1 non peptide opioid receptor antagonist. BNTX is used as a tool for the study of various function of opioid receptors including alcohol and drug dependence	79462	dopamine receptor
P2	F19	sample	79383	79383	395,47072	GW2974	N4-(1-Benzyl-1H-indazol-5-yl)-N6,N6-dimethyl-pyrido[3,4-d]pyrimidine4-4,6-diamine	Phosphorylation	Enzyme	Inhibitor	EGFR / ErbB-2	Dual EGFR and ErbB-2 receptor tyrosine kinase inhibitor	79383	EGFR
P2	F20	sample	79463	79463	322,25708	ATPO	(R,S)-2-Amino-3-[5-tert-butyl-3-(phosphonomethoxy)-4-isoxazolyl]propionic acid	Glutamate		antagonist	AMPA	Competitive antagonist at GluR1-4 (AMPA-preferring) receptors	79463	AMPA
P2	F21	sample	79384	79384	520,94891	GW5074	3-(3, 5-Dibromo-4-hydroxybenzylidine-5-iodo-1,3-dihydro-indol-2-one)	Phosphorylation	Enzyme	Inhibitor	Raf1 kinase	cRaf1 kinase inhibitor	79384	RAF1
P2	F22	sample	79464	79464	412,371	Ipratropium bromide	Atropine isopropyl bromide	Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist; bronchodilator	79464	acetylcholine receptor
P2	G01	ctrl LY	ctrl_LY	79584									ctrl LY	PI3K
P2	G02	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P2	G03	sample	79225	79225	476,79224	CK2 Inhibitor 2	DMAT; 2-Dimethylamino-4,5,6,7-tetrabromo-1H-benzimidazole	Phosphorylation	Enzyme	Inhibitor	CK2	High affinity, selective, ATP-competitive casein kinase 2 (CK2) inhibitor.	79225	CaseinKinase
P2	G04	sample	79305	79305	393,35351	Diethylenetriaminepentaacetic acid	Pentetic acid; DTPA	Biochemistry	Enzyme	Inhibitor	Zn2+-dependent protease	Zinc-dependent proteases carboxypeptidase A and aminopeptidase N inhibitor; chelating agent	79305	Zn2+-dependent protease
P2	G05	sample	79226	79226	319,31984	5-Carboxamidotryptamine maleate	5-CT; AH-21467	Serotonin		Agonist	5-HT7	5-HT7 Serotonin receptor agonist	79226	serotonin receptor
P2	G06	sample	79306	79306	345,95727	Dicyclomine hydrochloride	2-(Diethylamino)ethyl 1-cyclohexylcyclohexane-1-carboxylate hydrochloride	Cholinergic		Antagonist	Muscarinic	Competitive muscarinic acetylcholine receptor antagonist	79306	acetylcholine receptor
P2	G07	sample	79227	79227	629,55847	2-Chloroadenosine triphosphate tetrasodium	2-Chloro-ATP tetrasodium	P2 Receptor		Agonist	P2Y	P2Y receptor agonist	79227	P2 receptor
P2	G08	sample	79307	79307	546,34363	Cytidine 5'-diphosphocholine sodium salt hydrate	Citicholine sodium	Lipid Signaling	Enzyme	Inhibitor	PLA2	Neuroprotective in situations of hypoxia and ischemic; cerebral vasodilator; inhibits PLA2 activation.	79307	PLA2
